,station_id,stationname,date,daytype,rides
7519,40350,UIC-Halsted,03/10/2018,A,"2,061"
7678,40350,UIC-Halsted,03/27/2018,W,"3,200"
7711,40350,UIC-Halsted,03/30/2018,W,"2,701"
7847,40350,UIC-Halsted,01/25/2018,W,"7,505"
7858,40350,UIC-Halsted,03/12/2018,W,"7,260"
8524,40350,UIC-Halsted,03/17/2018,A,"3,027"
8631,40350,UIC-Halsted,03/28/2018,W,"3,198"
8647,40350,UIC-Halsted,02/18/2018,U,"1,362"
9130,40350,UIC-Halsted,03/18/2018,U,"1,532"
9694,40350,UIC-Halsted,02/05/2018,W,"6,982"
9746,40350,UIC-Halsted,02/08/2018,W,"7,342"
10096,40350,UIC-Halsted,02/19/2018,W,"6,488"
10304,40350,UIC-Halsted,03/29/2018,W,"3,085"
10475,40350,UIC-Halsted,01/15/2018,W,"2,004"
10535,40350,UIC-Halsted,03/22/2018,W,"7,000"
10852,40350,UIC-Halsted,01/13/2018,A,"1,361"
10935,40350,UIC-Halsted,01/30/2018,W,"7,324"
11496,40350,UIC-Halsted,02/07/2018,W,"7,438"
11697,40350,UIC-Halsted,01/16/2018,W,"7,476"
11766,40350,UIC-Halsted,02/15/2018,W,"7,412"
11918,40350,UIC-Halsted,03/21/2018,W,"7,270"
11954,40350,UIC-Halsted,01/07/2018,U,763
12167,40350,UIC-Halsted,03/05/2018,W,"7,054"
12192,40350,UIC-Halsted,03/03/2018,A,"1,978"
12225,40350,UIC-Halsted,03/31/2018,A,"1,399"
12229,40350,UIC-Halsted,02/01/2018,W,"7,382"
12329,40350,UIC-Halsted,01/21/2018,U,"1,293"
12347,40350,UIC-Halsted,02/22/2018,W,"7,328"
12816,40350,UIC-Halsted,02/14/2018,W,"7,881"
13124,40350,UIC-Halsted,03/15/2018,W,"7,326"
13243,40350,UIC-Halsted,03/14/2018,W,"7,550"
13411,40350,UIC-Halsted,02/26/2018,W,"7,193"
13649,40350,UIC-Halsted,01/26/2018,W,"7,355"
13711,40350,UIC-Halsted,01/23/2018,W,"7,508"
13789,40350,UIC-Halsted,02/25/2018,U,"1,468"
13917,40350,UIC-Halsted,02/12/2018,W,"7,328"
14191,40350,UIC-Halsted,02/10/2018,A,"1,861"
14450,40350,UIC-Halsted,03/02/2018,W,"6,799"
14725,40350,UIC-Halsted,01/09/2018,W,"3,019"
14843,40350,UIC-Halsted,03/13/2018,W,"7,299"
14947,40350,UIC-Halsted,02/17/2018,A,"1,976"
15137,40350,UIC-Halsted,02/27/2018,W,"7,262"
15144,40350,UIC-Halsted,01/12/2018,W,"2,845"
15234,40350,UIC-Halsted,02/23/2018,W,"7,036"
15259,40350,UIC-Halsted,01/28/2018,U,"1,276"
15298,40350,UIC-Halsted,01/31/2018,W,"7,657"
15335,40350,UIC-Halsted,01/29/2018,W,"7,366"
15358,40350,UIC-Halsted,01/19/2018,W,"7,238"
15430,40350,UIC-Halsted,01/04/2018,W,"2,293"
15460,40350,UIC-Halsted,03/24/2018,A,"1,921"
15465,40350,UIC-Halsted,01/02/2018,W,"1,936"
15490,40350,UIC-Halsted,01/27/2018,A,"2,073"
15544,40350,UIC-Halsted,01/05/2018,W,"2,209"
15692,40350,UIC-Halsted,01/17/2018,W,"7,635"
15821,40350,UIC-Halsted,03/26/2018,W,"3,007"
16253,40350,UIC-Halsted,02/11/2018,U,"1,231"
16325,40350,UIC-Halsted,03/16/2018,W,"7,166"
16357,40350,UIC-Halsted,03/06/2018,W,"7,222"
16414,40350,UIC-Halsted,01/24/2018,W,"7,619"
16519,40350,UIC-Halsted,01/01/2018,U,657
17095,40350,UIC-Halsted,01/06/2018,A,998
17332,40350,UIC-Halsted,02/16/2018,W,"7,284"
17393,40350,UIC-Halsted,02/06/2018,W,"7,290"
17487,40350,UIC-Halsted,01/11/2018,W,"3,024"
17598,40350,UIC-Halsted,04/25/2018,W,"7,331"
17887,40350,UIC-Halsted,05/20/2018,U,"1,094"
18077,40350,UIC-Halsted,06/04/2018,W,"3,195"
18107,40350,UIC-Halsted,04/11/2018,W,"7,308"
18356,40350,UIC-Halsted,04/12/2018,W,"7,150"
18376,40350,UIC-Halsted,06/21/2018,W,"3,480"
18505,40350,UIC-Halsted,05/18/2018,W,"3,089"
18537,40350,UIC-Halsted,04/24/2018,W,"7,052"
18612,40350,UIC-Halsted,04/06/2018,W,"6,692"
18646,40350,UIC-Halsted,06/27/2018,W,"3,990"
18827,40350,UIC-Halsted,06/08/2018,W,"3,605"
18895,40350,UIC-Halsted,04/04/2018,W,"7,153"
19146,40350,UIC-Halsted,06/20/2018,W,"3,986"
19182,40350,UIC-Halsted,06/11/2018,W,"3,310"
19515,40350,UIC-Halsted,04/14/2018,A,"1,999"
19562,40350,UIC-Halsted,04/08/2018,U,"1,391"
19657,40350,UIC-Halsted,04/16/2018,W,"6,789"
20006,40350,UIC-Halsted,06/15/2018,W,"3,401"
20106,40350,UIC-Halsted,06/22/2018,W,"3,429"
20223,40350,UIC-Halsted,06/09/2018,A,"1,837"
20593,40350,UIC-Halsted,06/12/2018,W,"3,688"
20847,40350,UIC-Halsted,05/11/2018,W,"5,355"
21041,40350,UIC-Halsted,05/10/2018,W,"5,448"
21153,40350,UIC-Halsted,05/29/2018,W,"3,224"
21267,40350,UIC-Halsted,06/02/2018,A,"1,499"
21336,40350,UIC-Halsted,05/21/2018,W,"3,177"
21394,40350,UIC-Halsted,04/05/2018,W,"6,915"
21536,40350,UIC-Halsted,04/26/2018,W,"7,155"
21561,40350,UIC-Halsted,06/03/2018,U,"1,177"
21677,40350,UIC-Halsted,06/19/2018,W,"3,849"
21741,40350,UIC-Halsted,04/19/2018,W,"7,158"
22173,40350,UIC-Halsted,05/31/2018,W,"3,466"
22365,40350,UIC-Halsted,04/22/2018,U,"1,398"
22392,40350,UIC-Halsted,05/27/2018,U,"1,200"
22578,40350,UIC-Halsted,06/14/2018,W,"3,670"
22762,40350,UIC-Halsted,04/07/2018,A,"2,087"
23198,40350,UIC-Halsted,06/24/2018,U,"1,414"
23291,40350,UIC-Halsted,06/06/2018,W,"3,409"
23350,40350,UIC-Halsted,05/14/2018,W,"3,284"
23450,40350,UIC-Halsted,05/07/2018,W,"5,458"
23759,40350,UIC-Halsted,06/30/2018,A,"1,555"
23860,40350,UIC-Halsted,04/20/2018,W,"6,814"
23972,40350,UIC-Halsted,04/15/2018,U,"1,224"
24037,40350,UIC-Halsted,05/04/2018,W,"6,815"
24069,40350,UIC-Halsted,05/12/2018,A,"1,697"
24120,40350,UIC-Halsted,04/21/2018,A,"1,945"
24175,40350,UIC-Halsted,05/13/2018,U,"1,281"
24436,40350,UIC-Halsted,06/07/2018,W,"3,484"
24505,40350,UIC-Halsted,05/09/2018,W,"5,746"
24543,40350,UIC-Halsted,04/09/2018,W,"6,808"
25011,40350,UIC-Halsted,05/06/2018,U,"1,494"
25045,40350,UIC-Halsted,06/01/2018,W,"3,299"
25130,40350,UIC-Halsted,06/29/2018,W,"3,668"
25350,40350,UIC-Halsted,06/26/2018,W,"3,805"
25701,40350,UIC-Halsted,06/18/2018,W,"3,424"
25920,40350,UIC-Halsted,05/17/2018,W,"3,311"
25989,40350,UIC-Halsted,05/05/2018,A,"2,132"
26035,40350,UIC-Halsted,04/18/2018,W,"7,326"
26414,40350,UIC-Halsted,06/16/2018,A,"1,666"
26438,40350,UIC-Halsted,05/25/2018,W,"3,226"
26701,40350,UIC-Halsted,06/25/2018,W,"3,638"
26799,40350,UIC-Halsted,05/08/2018,W,"5,311"
26805,40350,UIC-Halsted,04/03/2018,W,"6,800"
26812,40350,UIC-Halsted,06/28/2018,W,"3,938"
26826,40350,UIC-Halsted,05/03/2018,W,"6,718"
26931,40350,UIC-Halsted,06/10/2018,U,"1,138"
27027,40350,UIC-Halsted,05/22/2018,W,"3,446"
27318,40350,UIC-Halsted,04/02/2018,W,"6,749"
27374,40350,UIC-Halsted,05/30/2018,W,"3,237"
27456,40350,UIC-Halsted,04/23/2018,W,"6,887"
27470,40350,UIC-Halsted,04/17/2018,W,"7,098"
27623,40350,UIC-Halsted,04/01/2018,U,"1,075"
27633,40350,UIC-Halsted,05/19/2018,A,"1,442"
27812,40350,UIC-Halsted,04/10/2018,W,"7,105"
27926,40350,UIC-Halsted,04/13/2018,W,"6,840"
28479,40350,UIC-Halsted,05/28/2018,U,"1,048"
28614,40350,UIC-Halsted,04/30/2018,W,"7,057"
28656,40350,UIC-Halsted,04/27/2018,W,"6,748"
28709,40350,UIC-Halsted,05/26/2018,A,"1,570"
28714,40350,UIC-Halsted,04/28/2018,A,"2,069"
28749,40350,UIC-Halsted,06/17/2018,U,"1,271"
28791,40350,UIC-Halsted,06/05/2018,W,"3,410"
28868,40350,UIC-Halsted,05/16/2018,W,"3,433"
28896,40350,UIC-Halsted,06/23/2018,A,"1,557"
29483,40350,UIC-Halsted,06/13/2018,W,"3,612"
29705,40350,UIC-Halsted,05/23/2018,W,"3,428"
30047,40350,UIC-Halsted,05/15/2018,W,"3,609"
30084,40350,UIC-Halsted,05/24/2018,W,"3,557"
30177,40350,UIC-Halsted,05/01/2018,W,"7,177"
30209,40350,UIC-Halsted,05/02/2018,W,"7,120"
30258,40350,UIC-Halsted,04/29/2018,U,"1,576"
31652,40350,UIC-Halsted,07/01/2018,U,"1,074"
31653,40350,UIC-Halsted,07/02/2018,W,"3,457"
31654,40350,UIC-Halsted,07/03/2018,W,"3,533"
31655,40350,UIC-Halsted,07/04/2018,U,"1,114"
31656,40350,UIC-Halsted,07/05/2018,W,"3,008"
31657,40350,UIC-Halsted,07/06/2018,W,"3,140"
31658,40350,UIC-Halsted,07/07/2018,A,"1,529"
31659,40350,UIC-Halsted,07/08/2018,U,"1,243"
31660,40350,UIC-Halsted,07/09/2018,W,"3,706"
31661,40350,UIC-Halsted,07/10/2018,W,"3,836"
31662,40350,UIC-Halsted,07/11/2018,W,"4,058"
31663,40350,UIC-Halsted,07/12/2018,W,"3,990"
31664,40350,UIC-Halsted,07/13/2018,W,"3,837"
31665,40350,UIC-Halsted,07/14/2018,A,"1,427"
31666,40350,UIC-Halsted,07/15/2018,U,"1,325"
31667,40350,UIC-Halsted,07/16/2018,W,"3,738"
31668,40350,UIC-Halsted,07/17/2018,W,"3,941"
31669,40350,UIC-Halsted,07/18/2018,W,"3,938"
31670,40350,UIC-Halsted,07/19/2018,W,"3,880"
31671,40350,UIC-Halsted,07/20/2018,W,"3,665"
31672,40350,UIC-Halsted,07/21/2018,A,"1,534"
31673,40350,UIC-Halsted,07/22/2018,U,"1,246"
31674,40350,UIC-Halsted,07/23/2018,W,"3,846"
31675,40350,UIC-Halsted,07/24/2018,W,"4,065"
31676,40350,UIC-Halsted,07/25/2018,W,"4,179"
31677,40350,UIC-Halsted,07/26/2018,W,"3,977"
31678,40350,UIC-Halsted,07/27/2018,W,"3,685"
31679,40350,UIC-Halsted,07/28/2018,A,"1,556"
31680,40350,UIC-Halsted,07/29/2018,U,"1,266"
31681,40350,UIC-Halsted,07/30/2018,W,"3,462"
31682,40350,UIC-Halsted,07/31/2018,W,"3,602"
36126,40350,UIC-Halsted,08/01/2018,W,"3,802"
36127,40350,UIC-Halsted,08/02/2018,W,"3,907"
36128,40350,UIC-Halsted,08/03/2018,W,"3,571"
36129,40350,UIC-Halsted,08/04/2018,A,"1,588"
36130,40350,UIC-Halsted,08/05/2018,U,"1,303"
36131,40350,UIC-Halsted,08/06/2018,W,"3,270"
36132,40350,UIC-Halsted,08/07/2018,W,"3,311"
36133,40350,UIC-Halsted,08/08/2018,W,"3,452"
36134,40350,UIC-Halsted,08/09/2018,W,"3,377"
36135,40350,UIC-Halsted,08/10/2018,W,"3,296"
36136,40350,UIC-Halsted,08/11/2018,A,"1,498"
36137,40350,UIC-Halsted,08/12/2018,U,"1,177"
36138,40350,UIC-Halsted,08/13/2018,W,"3,103"
36139,40350,UIC-Halsted,08/14/2018,W,"3,163"
36140,40350,UIC-Halsted,08/15/2018,W,"3,174"
36141,40350,UIC-Halsted,08/16/2018,W,"3,376"
36142,40350,UIC-Halsted,08/17/2018,W,"3,097"
36143,40350,UIC-Halsted,08/18/2018,A,"1,558"
36144,40350,UIC-Halsted,08/19/2018,U,"1,241"
36145,40350,UIC-Halsted,08/20/2018,W,"3,186"
36146,40350,UIC-Halsted,08/21/2018,W,"3,201"
36147,40350,UIC-Halsted,08/22/2018,W,"3,936"
36148,40350,UIC-Halsted,08/23/2018,W,"4,283"
36149,40350,UIC-Halsted,08/24/2018,W,"4,288"
36150,40350,UIC-Halsted,08/25/2018,A,"3,151"
36151,40350,UIC-Halsted,08/26/2018,U,"2,622"
36152,40350,UIC-Halsted,08/27/2018,W,"8,924"
36153,40350,UIC-Halsted,08/28/2018,W,"8,836"
36154,40350,UIC-Halsted,08/29/2018,W,"9,164"
36155,40350,UIC-Halsted,08/30/2018,W,"9,159"
36156,40350,UIC-Halsted,08/31/2018,W,"8,408"
40557,40350,UIC-Halsted,09/01/2018,A,"1,945"
40558,40350,UIC-Halsted,09/02/2018,U,"1,736"
40559,40350,UIC-Halsted,09/03/2018,U,"1,377"
40560,40350,UIC-Halsted,09/04/2018,W,"8,778"
40561,40350,UIC-Halsted,09/05/2018,W,"9,225"
40562,40350,UIC-Halsted,09/06/2018,W,"8,984"
40563,40350,UIC-Halsted,09/07/2018,W,"8,585"
40564,40350,UIC-Halsted,09/08/2018,A,"2,515"
40565,40350,UIC-Halsted,09/09/2018,U,"1,678"
40566,40350,UIC-Halsted,09/10/2018,W,"9,097"
40567,40350,UIC-Halsted,09/11/2018,W,"9,029"
40568,40350,UIC-Halsted,09/12/2018,W,"9,375"
40569,40350,UIC-Halsted,09/13/2018,W,"9,208"
40570,40350,UIC-Halsted,09/14/2018,W,"8,983"
40571,40350,UIC-Halsted,09/15/2018,A,"2,497"
40572,40350,UIC-Halsted,09/16/2018,U,"1,647"
40573,40350,UIC-Halsted,09/17/2018,W,"9,157"
40574,40350,UIC-Halsted,09/18/2018,W,"8,905"
40575,40350,UIC-Halsted,09/19/2018,W,"9,104"
40576,40350,UIC-Halsted,09/20/2018,W,"9,067"
40577,40350,UIC-Halsted,09/21/2018,W,"8,569"
40578,40350,UIC-Halsted,09/22/2018,A,"2,868"
40579,40350,UIC-Halsted,09/23/2018,U,"1,772"
40580,40350,UIC-Halsted,09/24/2018,W,"9,155"
40581,40350,UIC-Halsted,09/25/2018,W,"9,078"
40582,40350,UIC-Halsted,09/26/2018,W,"9,270"
40583,40350,UIC-Halsted,09/27/2018,W,"9,074"
40584,40350,UIC-Halsted,09/28/2018,W,"8,655"
40585,40350,UIC-Halsted,09/29/2018,A,"2,760"
40586,40350,UIC-Halsted,09/30/2018,U,"1,826"
44924,40350,UIC-Halsted,10/01/2018,W,"9,026"
44925,40350,UIC-Halsted,10/02/2018,W,"8,966"
44926,40350,UIC-Halsted,10/03/2018,W,"9,378"
44927,40350,UIC-Halsted,10/04/2018,W,"9,041"
44928,40350,UIC-Halsted,10/05/2018,W,"8,276"
44929,40350,UIC-Halsted,10/06/2018,A,"2,495"
44930,40350,UIC-Halsted,10/07/2018,U,"7,061"
44931,40350,UIC-Halsted,10/08/2018,W,"8,455"
44932,40350,UIC-Halsted,10/09/2018,W,"9,086"
44933,40350,UIC-Halsted,10/10/2018,W,"9,080"
44934,40350,UIC-Halsted,10/11/2018,W,"8,911"
44935,40350,UIC-Halsted,10/12/2018,W,"8,549"
44936,40350,UIC-Halsted,10/13/2018,A,"2,545"
44937,40350,UIC-Halsted,10/14/2018,U,"1,890"
44938,40350,UIC-Halsted,10/15/2018,W,"8,856"
44939,40350,UIC-Halsted,10/16/2018,W,"8,949"
44940,40350,UIC-Halsted,10/17/2018,W,"9,195"
44941,40350,UIC-Halsted,10/18/2018,W,"9,206"
44942,40350,UIC-Halsted,10/19/2018,W,"8,567"
44943,40350,UIC-Halsted,10/20/2018,A,"2,642"
44944,40350,UIC-Halsted,10/21/2018,U,"1,729"
44945,40350,UIC-Halsted,10/22/2018,W,"8,787"
44946,40350,UIC-Halsted,10/23/2018,W,"8,800"
44947,40350,UIC-Halsted,10/24/2018,W,"9,000"
44948,40350,UIC-Halsted,10/25/2018,W,"8,856"
44949,40350,UIC-Halsted,10/26/2018,W,"8,505"
44950,40350,UIC-Halsted,10/27/2018,A,"2,542"
44951,40350,UIC-Halsted,10/28/2018,U,"1,578"
44952,40350,UIC-Halsted,10/29/2018,W,"8,722"
44953,40350,UIC-Halsted,10/30/2018,W,"8,703"
44954,40350,UIC-Halsted,10/31/2018,W,"8,982"
49268,40350,UIC-Halsted,11/01/2018,W,"8,727"
49269,40350,UIC-Halsted,11/02/2018,W,"8,611"
49270,40350,UIC-Halsted,11/03/2018,A,"2,494"
49271,40350,UIC-Halsted,11/04/2018,U,"1,959"
49272,40350,UIC-Halsted,11/05/2018,W,"8,815"
49273,40350,UIC-Halsted,11/06/2018,W,"8,648"
49274,40350,UIC-Halsted,11/07/2018,W,"8,913"
49275,40350,UIC-Halsted,11/08/2018,W,"8,609"
49276,40350,UIC-Halsted,11/09/2018,W,"8,131"
49277,40350,UIC-Halsted,11/10/2018,A,"2,300"
49278,40350,UIC-Halsted,11/11/2018,U,"1,581"
49279,40350,UIC-Halsted,11/12/2018,W,"8,047"
49280,40350,UIC-Halsted,11/13/2018,W,"8,482"
49281,40350,UIC-Halsted,11/14/2018,W,"8,784"
49282,40350,UIC-Halsted,11/15/2018,W,"8,483"
49283,40350,UIC-Halsted,11/16/2018,W,"8,464"
49284,40350,UIC-Halsted,11/17/2018,A,"2,759"
49285,40350,UIC-Halsted,11/18/2018,U,"1,789"
49286,40350,UIC-Halsted,11/19/2018,W,"8,342"
49287,40350,UIC-Halsted,11/20/2018,W,"8,037"
49288,40350,UIC-Halsted,11/21/2018,W,"6,752"
49289,40350,UIC-Halsted,11/22/2018,U,"1,170"
49290,40350,UIC-Halsted,11/23/2018,W,"1,520"
49291,40350,UIC-Halsted,11/24/2018,A,"1,433"
49292,40350,UIC-Halsted,11/25/2018,U,"1,219"
49293,40350,UIC-Halsted,11/26/2018,W,"6,709"
49294,40350,UIC-Halsted,11/27/2018,W,"8,184"
49295,40350,UIC-Halsted,11/28/2018,W,"8,641"
49296,40350,UIC-Halsted,11/29/2018,W,"8,591"
49297,40350,UIC-Halsted,11/30/2018,W,"8,192"
53645,40350,UIC-Halsted,12/01/2018,A,"2,154"
53646,40350,UIC-Halsted,12/02/2018,U,"1,472"
53647,40350,UIC-Halsted,12/03/2018,W,"8,319"
53648,40350,UIC-Halsted,12/04/2018,W,"8,128"
53649,40350,UIC-Halsted,12/05/2018,W,"8,326"
53650,40350,UIC-Halsted,12/06/2018,W,"7,993"
53651,40350,UIC-Halsted,12/07/2018,W,"7,729"
53652,40350,UIC-Halsted,12/08/2018,A,"2,153"
53653,40350,UIC-Halsted,12/09/2018,U,"1,491"
53654,40350,UIC-Halsted,12/10/2018,W,"6,098"
53655,40350,UIC-Halsted,12/11/2018,W,"6,143"
53656,40350,UIC-Halsted,12/12/2018,W,"5,932"
53657,40350,UIC-Halsted,12/13/2018,W,"5,912"
53658,40350,UIC-Halsted,12/14/2018,W,"5,449"
53659,40350,UIC-Halsted,12/15/2018,A,"2,008"
53660,40350,UIC-Halsted,12/16/2018,U,"1,426"
53661,40350,UIC-Halsted,12/17/2018,W,"3,409"
53662,40350,UIC-Halsted,12/18/2018,W,"3,473"
53663,40350,UIC-Halsted,12/19/2018,W,"3,292"
53664,40350,UIC-Halsted,12/20/2018,W,"3,009"
53665,40350,UIC-Halsted,12/21/2018,W,"2,701"
53666,40350,UIC-Halsted,12/22/2018,A,"1,192"
53667,40350,UIC-Halsted,12/23/2018,U,961
53668,40350,UIC-Halsted,12/24/2018,W,907
53669,40350,UIC-Halsted,12/25/2018,U,413
53670,40350,UIC-Halsted,12/26/2018,W,"1,410"
53671,40350,UIC-Halsted,12/27/2018,W,"1,595"
53672,40350,UIC-Halsted,12/28/2018,W,"1,664"
53673,40350,UIC-Halsted,12/29/2018,A,988
53674,40350,UIC-Halsted,12/30/2018,U,878
53675,40350,UIC-Halsted,12/31/2018,W,"1,266"
58122,40350,UIC-Halsted,01/01/2019,U,981
58123,40350,UIC-Halsted,01/02/2019,W,"2,376"
58124,40350,UIC-Halsted,01/03/2019,W,"2,495"
58125,40350,UIC-Halsted,01/04/2019,W,"2,496"
58126,40350,UIC-Halsted,01/05/2019,A,"1,209"
58127,40350,UIC-Halsted,01/06/2019,U,925
58128,40350,UIC-Halsted,01/07/2019,W,"3,029"
58129,40350,UIC-Halsted,01/08/2019,W,"3,057"
58130,40350,UIC-Halsted,01/09/2019,W,"3,180"
58131,40350,UIC-Halsted,01/10/2019,W,"3,282"
58132,40350,UIC-Halsted,01/11/2019,W,"3,270"
58133,40350,UIC-Halsted,01/12/2019,A,"1,361"
58134,40350,UIC-Halsted,01/13/2019,U,"1,270"
58135,40350,UIC-Halsted,01/14/2019,W,"8,054"
58136,40350,UIC-Halsted,01/15/2019,W,"7,774"
58137,40350,UIC-Halsted,01/16/2019,W,"8,081"
58138,40350,UIC-Halsted,01/17/2019,W,"7,757"
58139,40350,UIC-Halsted,01/18/2019,W,"7,392"
58140,40350,UIC-Halsted,01/19/2019,A,"1,489"
58141,40350,UIC-Halsted,01/20/2019,U,"1,192"
58142,40350,UIC-Halsted,01/21/2019,W,"1,991"
58143,40350,UIC-Halsted,01/22/2019,W,"7,642"
58144,40350,UIC-Halsted,01/23/2019,W,"8,070"
58145,40350,UIC-Halsted,01/24/2019,W,"7,657"
58146,40350,UIC-Halsted,01/25/2019,W,"6,371"
58147,40350,UIC-Halsted,01/26/2019,A,"1,633"
58148,40350,UIC-Halsted,01/27/2019,U,"1,142"
58149,40350,UIC-Halsted,01/28/2019,W,"7,244"
58150,40350,UIC-Halsted,01/29/2019,W,"6,160"
58151,40350,UIC-Halsted,01/30/2019,W,395
58152,40350,UIC-Halsted,01/31/2019,W,"1,025"
62473,40350,UIC-Halsted,02/01/2019,W,"6,994"
62474,40350,UIC-Halsted,02/02/2019,A,"1,977"
62475,40350,UIC-Halsted,02/03/2019,U,"1,443"
62476,40350,UIC-Halsted,02/04/2019,W,"7,998"
62477,40350,UIC-Halsted,02/05/2019,W,"7,864"
62478,40350,UIC-Halsted,02/06/2019,W,"7,972"
62479,40350,UIC-Halsted,02/07/2019,W,"7,851"
62480,40350,UIC-Halsted,02/08/2019,W,"6,990"
62481,40350,UIC-Halsted,02/09/2019,A,"1,788"
62482,40350,UIC-Halsted,02/10/2019,U,"1,254"
62483,40350,UIC-Halsted,02/11/2019,W,"7,779"
62484,40350,UIC-Halsted,02/12/2019,W,"7,610"
62485,40350,UIC-Halsted,02/13/2019,W,"8,031"
62486,40350,UIC-Halsted,02/14/2019,W,"7,890"
62487,40350,UIC-Halsted,02/15/2019,W,"7,138"
62488,40350,UIC-Halsted,02/16/2019,A,"1,940"
62489,40350,UIC-Halsted,02/17/2019,U,"1,248"
62490,40350,UIC-Halsted,02/18/2019,W,"6,864"
62491,40350,UIC-Halsted,02/19/2019,W,"7,664"
62492,40350,UIC-Halsted,02/20/2019,W,"7,889"
62493,40350,UIC-Halsted,02/21/2019,W,"7,641"
62494,40350,UIC-Halsted,02/22/2019,W,"7,234"
62495,40350,UIC-Halsted,02/23/2019,A,"1,815"
62496,40350,UIC-Halsted,02/24/2019,U,"1,228"
62497,40350,UIC-Halsted,02/25/2019,W,"7,406"
62498,40350,UIC-Halsted,02/26/2019,W,"7,239"
62499,40350,UIC-Halsted,02/27/2019,W,"7,632"
62500,40350,UIC-Halsted,02/28/2019,W,"7,426"
66573,40350,UIC-Halsted,03/01/2019,W,"7,127"
66574,40350,UIC-Halsted,03/02/2019,A,"1,831"
66575,40350,UIC-Halsted,03/03/2019,U,"1,260"
66576,40350,UIC-Halsted,03/04/2019,W,"6,993"
66577,40350,UIC-Halsted,03/05/2019,W,"7,212"
66578,40350,UIC-Halsted,03/06/2019,W,"7,543"
66579,40350,UIC-Halsted,03/07/2019,W,"7,416"
66580,40350,UIC-Halsted,03/08/2019,W,"7,018"
66581,40350,UIC-Halsted,03/09/2019,A,"1,754"
66582,40350,UIC-Halsted,03/10/2019,U,"1,296"
66583,40350,UIC-Halsted,03/11/2019,W,"7,410"
66584,40350,UIC-Halsted,03/12/2019,W,"7,638"
